"id","statusCliente","ipConcentrador","nomeConcentrador","latitudeCliente","longitudeCliente","conexaoInicial","conexaoFinal","tempoConectado","consumoDownload","consumoUpload","motivoDesconexao","popCliente","nomeCliente","enderecoCliente","bairroCliente","cidadeCliente","planoContrato","statusInternet","valorPlano"
"7428263d-d2de-4cd1-876e-221acd773c5d",true,"10.10.0.11",Concentrador_Core,-191.899.625,-401.113.631,2024-05-07 21:45:44.000,,54726,5924025972,160872507,"",SOORETAMA B,BERT SIPES,,SALVADOR,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"0c0130b3-192f-4cf6-af07-50c5fe25fc60",true,"10.10.0.11",Concentrador_Core,-190.983.721,-401.862.129,2024-05-07 17:02:55.000,,70710,1006309344,138704987,"",SOORETAMA D,CARRIE D'AMORE SR.,,CENTRO,SOORETAMA,"30 MB Internet Fibra",1,79.9
b067f691-53fa-4556-85bd-ebae5692f901,true,"10.10.0.11",Concentrador_Core,-191.915.869,-400.959.097,2024-04-22 18:31:41.000,,1361813,11911128893,2309246050,"",SOORETAMA B,TIM KEELING,,CENTRO,SOORETAMA,"50 MB Internet Fibra",1,99.9
a395c059-da8c-4add-996f-a69c8e5d68a7,true,"10.10.0.11",Concentrador_Core,-191.914.771,-401.091.097,2024-05-07 01:56:15.000,,125333,1974787999,1682461119,"",SOORETAMA A,TONI HOMENICK JR.,,PARQUE SAO JORGE,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"4af40e52-9d09-41c7-a320-7508628c051c",true,"10.100.150.6",Concentrador_Canivete,-191.915.494,-400.964.005,2024-05-07 08:52:55.000,,100825,16494420,2680784,"",LINHARES B,SUZANNE CROOKS,,CANIVETE,LINHARES,"40 MB Internet Banda Larga",1,79.9
fce22cbb-0c00-473c-b498-72a6ea235b7d,true,"10.10.0.11",Concentrador_Core,-191.916.433,-4.009.858,2024-05-06 14:24:06.000,,167475,17096256949,431868436,"",SOORETAMA B,DAVE LITTEL,,CENTRO,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"36d0c1ac-886a-4e70-a27d-474b83dfe28c",true,"10.10.0.11",Concentrador_Core,-191.900.658,-40.107.829,2024-05-07 09:05:29.000,,99923,2672310492,181040154,"",SOORETAMA A,PETE KUTCH,,ALEGRE,SOORETAMA,"20 MB Internet Fibra",1,59.9
"15724a3c-eec1-4895-b9f8-22bd0413c8b9",true,"10.10.0.11",Concentrador_Core,-191.907.263,-401.042.154,2024-04-29 00:23:32.000,,822300,304702885452,14165262413,"",SOORETAMA B,MARIO LAKIN,,DALVO LOUREIRO,SOORETAMA,"30 MB Internet Fibra",1,79.9
"2ef7e1e9-ece7-49d3-a508-356a96acba60",true,"10.10.0.11",Concentrador_Core,-191.963.619,-400.950.818,2024-04-21 19:01:50.000,,1446242,16401205629,5225265812,"",SOORETAMA A,MS. CARRIE ROBEL,,ALEGRE,SOORETAMA,"10 MB Internet Fibra",1,59.9
"916d249d-e31a-4765-b49e-27bb50c1fd41",true,"10.10.0.11",Concentrador_Core,-19.189.631.823.127.400,-4.010.904.507.940.910,2024-05-05 18:18:33.000,,239840,6193222261,519295136,"",SOORETAMA A,MALCOLM CREMIN,,SAYONARA,SOORETAMA,"25 MB Internet Fibra",1,79.9
"604117f0-d0e0-4aa7-86d2-c1e1c1bbedca",true,"10.10.0.11",Concentrador_Core,-19.188.804,-400.963.534,2024-05-08 09:46:36.000,,10416,3185019140,3173607882,Lost-Carrier,SOORETAMA B,MARVIN MULLER,,CENTRO,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"914bb0a4-f444-4bc4-861e-13db1aaaee7e",true,"10.10.0.3",Concentrador_Juerana_A,-191.878.034,-401.037.071,2024-05-07 14:31:17.000,,80400,9530013377,2224471608,"",SOORETAMA A,LILLIE CARROLL I,,JUERANA A,SOORETAMA,"10 MB Internet",1,109.9
"2c05efe3-a9ba-44a8-9be0-f2a3723448d0",true,"10.10.0.3",Concentrador_Juerana_A,-191.878.034,-401.037.071,2024-04-12 17:10:19.000,,2230801,438821331334,25823068019,"",SOORETAMA C,NICOLAS PARKER-BLOCK,,JUERANA A,SOORETAMA,"8 MB Internet",1,125.0
c4106eaa-b1d8-4891-9fb6-14f989c3d761,true,"10.10.0.11",Concentrador_Core,-191.886.817,-400.926.818,2024-05-02 19:06:40.000,,495892,108516317976,3452795241,"",SOORETAMA D,DR. TYRONE MONAHAN,,VALE DO SOL,SOORETAMA,"300 MB Internet Banda Larga + IPTV",1,109.9
"54f70014-91e0-4199-b1be-176861cbb4ab",true,"10.10.0.11",Concentrador_Core,-191.903.599,-40.104.679,2024-05-08 05:30:10.000,,26651,907598,6064302,Admin-Reset,SOORETAMA A,GEOFFREY PRICE,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",4,59.9
"5d2c745c-4be1-4efc-9585-a30069efcd65",true,"10.10.0.11",Concentrador_Core,-191.896.229,-401.061.073,2024-04-21 19:01:32.000,,1446405,23456343374,1252764128,"",SOORETAMA B,DR. RAMON COLE,,CENTRO,SOORETAMA,"20 MB Internet Fibra",1,59.9
"04b07f7b-4d7d-43fa-9ea9-b11a9b49664d",true,"10.10.0.11",Concentrador_Core,-191.927.778,-400.957.206,2024-04-29 00:51:24.000,,821164,73471365812,5950955457,"",SOORETAMA A,MR. ERVIN REMPEL,,CENTRO,SOORETAMA,"20 MB Internet Fibra",1,59.9
"39fde7c8-0706-49bb-8e84-cfe070baa547",true,"10.10.0.11",Concentrador_Core,-191.911.001,-40.109.739,2024-04-29 09:53:47.000,,787697,12128517517,684462106,"",SOORETAMA D,MAUREEN SCHULIST,,SAYONARA 2,SOORETAMA,"10 MB Internet Fibra",1,59.9
"93847db6-1ecd-4795-8802-6e1bc46bd2f4",true,"10.10.0.11",Concentrador_Core,-191.908.836,-401.019.695,2024-04-21 19:01:40.000,,1446104,9933647307,1048383352,"",SOORETAMA C,DELLA HERMANN,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
"6c4d4340-f8a5-4305-91a0-dba9689e9eb6",true,"10.10.0.11",Concentrador_Core,-191.933.825,-400.956.005,2024-04-21 19:01:28.000,,1446664,9256252783,2631616051,"",SOORETAMA C,JON MCGLYNN,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"389f63b9-82bb-464d-9934-acc48a3c4221",true,"10.10.0.11",Concentrador_Core,-191.900.664,-401.065.556,2024-05-04 15:59:59.000,,333723,42754142187,4935219929,"",SOORETAMA C,RUDY STREICH,,SAYONARA,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
fd2037f4-5d3a-48ad-b11e-5eb3c3ab9b7d,true,"10.10.0.11",Concentrador_Core,-191.867.345,-400.950.043,2024-05-08 10:27:18.000,,8572,385033746,46353651,"",SOORETAMA D,VICKY OSINSKI,,CENTRO,SOORETAMA,"10 MB Internet Fibra",1,59.9
"32370d64-dec8-470c-a0ad-67d0608e45a5",true,"10.10.0.11",Concentrador_Core,-19.190.206,-400.969.755,2024-05-08 05:30:24.000,,26557,123349,778063,Admin-Reset,SOORETAMA D,WINIFRED ARMSTRONG DDS,,CENTRO,SOORETAMA,"100 MB Internet Fibra",3,149.9
"98a89940-1f83-43f6-b5e2-b447731207d7",true,"10.10.0.11",Concentrador_Core,-191.908.892,-401.018.584,2024-04-27 06:57:43.000,,971201,153856992965,8097185828,"",SOORETAMA D,DR. RANDOLPH MARQUARDT,,CENTRO,SOORETAMA,"30 MB Internet Fibra",1,79.9
"1cd1be81-a4fd-4900-93d8-507666e07f6b",true,"10.10.0.11",Concentrador_Core,-191.889.855,-400.963.359,2024-05-03 01:24:25.000,,473013,7253355381,424124959,"",SOORETAMA B,MATTHEW KUNZE,,CENTRO,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"9b93e4e6-db0e-46d8-a105-639fe1be69e4",true,"10.10.0.11",Concentrador_Core,-19.188.704,-401.006.406,2024-05-01 19:37:51.000,,580125,67652429506,3867328045,"",SOORETAMA C,MALCOLM LUEILWITZ,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
f25f455b-0b70-4445-abd6-2a1fdb943370,true,"10.100.150.2",Concentrador_SOO_02,-191.931.444,-400.956.706,2024-05-07 10:36:33.000,,94800,1444127485,172345862,"",SOORETAMA D,MISS VELMA SCHADEN-MCCLURE SR.,,CENTRO,SOORETAMA,"150 MB Internet Banda Larga",1,94.9
"32bd6b67-88d6-472f-9a5a-9cab25c693d0",true,"10.10.0.11",Concentrador_Core,-191.919.996,-400.954.804,2024-05-04 14:16:57.000,,340333,17059321007,2022281937,"",SOORETAMA D,MARIAN HOEGER,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
"0b7e2ef7-6f23-470c-8c17-d6e7ba847f00",true,"10.10.0.11",Concentrador_Core,-191.899.519,-401.018.575,2024-04-21 19:01:40.000,,1446369,186253247246,11158188112,"",SOORETAMA A,ERNEST SWIFT,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
a61d37dd-849e-46d8-aab9-c1acc3e0a2a9,true,"10.10.0.11",Concentrador_Core,-191.893.512,-401.037.317,2024-04-21 19:01:46.000,,1445881,225709555015,5935181050,"",SOORETAMA C,CLAY NIKOLAUS,,CENTRO,SOORETAMA,"300 MB Internet Banda Larga",1,109.9
b3e0bdc5-3c20-432e-a0ec-a16f75c50c3f,true,"10.10.0.11",Concentrador_Core,-191.887.722,-401.019.732,2024-05-07 22:01:27.000,,53026,1252084764,110240888,"",SOORETAMA C,MARIE HAMILL,,CENTRO,SOORETAMA,"20 MB Internet Fibra",1,59.9
"9b17f770-0982-4e38-9acc-752853a81444",true,"10.10.0.11",Concentrador_Core,-191.914.478,-401.019.044,2024-04-21 19:03:01.000,,1446531,12302699469,540485620,"",SOORETAMA B,KARL DONNELLY,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"9f8c3b7f-ce63-48bb-ae7c-772f2a652d30",true,"10.100.150.2",Concentrador_SOO_02,-19.189.984.250.637.800,-4.009.750.588.095.090,2024-05-08 11:16:12.000,,6000,611699849,47617170,Lost-Carrier,SOORETAMA A,MR. MATT SANFORD,,CENTRO,SOORETAMA,"100 MB Internet Fibra",1,149.9
"2c769ebe-90a7-4297-b5b4-28a989dd3731",true,"10.10.0.3",Concentrador_Juerana_A,-191.878.034,-401.037.071,2024-04-28 21:01:51.000,,834000,107017990799,4707544940,"",SOORETAMA C,MR. JEAN TOWNE,,JUERANA A,SOORETAMA,"4 MB Internet",1,74.9
"06ecc490-eb32-49b8-b045-a1f8f5693ba0",true,"10.10.0.3",Concentrador_Juerana_A,-191.878.034,-401.037.071,2024-05-08 00:12:32.000,,45600,324144625,39875918,"",SOORETAMA A,DAMON POLLICH,,JUERANA A,SOORETAMA,"3 MB Internet",1,44.9
"8c83f143-c5d1-4e33-91f2-a3c49cbf1541",true,"10.10.0.11",Concentrador_Core,-191.911.635,-400.982.134,2024-05-06 21:04:21.000,,143277,3638758389,304046869,"",SOORETAMA D,SHERMAN HARBER,,CENTRO,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"260a5800-ef9e-4389-97f2-99ca720420de",true,"10.10.0.11",Concentrador_Core,-191.869.574,-400.956.935,2024-04-21 19:00:21.000,,1446890,6328974078,1116987095,"",SOORETAMA D,SIDNEY RITCHIE-COLLINS,,CENTRO,SOORETAMA,"100 MB Internet Banda Larga",1,89.9
"6b811b8c-2f26-4d4b-951d-0fe993c08152",true,"10.10.0.11",Concentrador_Core,-192.035.566,-400.952.725,2024-05-01 16:54:06.000,,590534,8276372050,2250202135,"",SOORETAMA B,MR. ISRAEL GRADY,,ALEGRE,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"78e443d8-98a7-4e1a-aeb5-d43263d4cfd4",true,"10.10.0.11",Concentrador_Core,-191.882.039,-400.916.154,2024-04-21 19:02:16.000,,1446278,198146042725,58063349712,"",SOORETAMA C,CAROLINE GORCZANY,,CENTRO,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"8d9cdade-8c01-4eed-845b-2c33b30745e8",true,"45.239.240.40",Concentrador_Santa_Luzia,-191.878.034,-401.037.071,2024-05-08 11:14:48.000,,6000,431310338,12574172,Lost-Carrier,SOORETAMA D,RUFUS BERNIER,,JUERANA B,SOORETAMA,"15 MB Internet",1,139.9
c93dd265-69b2-4628-947e-f1b503723b9a,true,"10.10.0.4",Concentrador_Juerana_B,-191.878.034,-401.037.071,2024-05-07 22:31:46.000,,51600,7611984653,1257979247,"",SOORETAMA B,VINCENT WEHNER,,JUERANA B,SOORETAMA,"6 MB Internet",1,99.0
c53830f1-6509-42e5-975e-4d9133f06821,true,"10.10.0.4",Concentrador_Juerana_B,-191.878.034,-401.037.071,2024-05-07 02:45:55.000,,122400,11668144033,13401073523,"",SOORETAMA A,FLOYD TILLMAN,,JUERANA B,SOORETAMA,"6 MB Internet",1,99.0
"85fc305e-5f04-4225-9646-13ecfdd4cad9",true,"10.10.0.4",Concentrador_Juerana_B,-191.878.034,-401.037.071,2024-04-27 23:27:40.000,,912000,182510851140,7066645601,"",SOORETAMA D,DR. MARIAN CARROLL,,JUERANA B,SOORETAMA,"10 MB Internet",1,119.9
"2ce391f4-6afc-4cfb-8769-d4e39bc31be4",true,"10.10.0.11",Concentrador_Core,-191.884.072,-401.038.748,2024-04-29 00:18:58.000,,822199,46560842528,2545374572,"",SOORETAMA B,RALPH LARKIN,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",1,59.9
c2d0f0f6-13e0-4072-b1b0-a1c985cc30d2,true,"10.10.0.3",Concentrador_Juerana_A,-191.878.034,-401.037.071,2024-05-04 15:22:19.000,,336000,23105829106,1361484850,"",SOORETAMA B,DR. KRISTINE CONSIDINE,,JUERANA A,SOORETAMA,"4 MB Internet",1,74.9
"6b5f2639-6487-4961-b168-89f3dc05eaa8",true,"10.10.0.11",Concentrador_Core,-192.070.757,-400.967.548,2024-05-05 14:57:00.000,,251184,21657288588,872552323,"",SOORETAMA B,RODNEY FEEST,,ALEGRE,SOORETAMA,"50 MB Internet Fibra",1,99.9
"6b41fe99-952d-4aee-8965-a5c50a0f483a",true,"10.10.0.4",Concentrador_Juerana_B,-190.983.721,-401.862.129,2024-05-07 02:43:13.000,,122400,13199778502,484991273,"",SOORETAMA B,JORDAN MAYERT,,JUERANA B,SOORETAMA,"4 MB Internet",1,74.9
dcd2b51e-d39e-464b-a4bf-c9ec3929f212,true,"10.10.0.4",Concentrador_Juerana_B,-190.983.721,-401.862.129,2024-05-03 16:54:40.000,,417600,19730473300,1426810140,"",SOORETAMA B,TARA DOUGLAS-KOVACEK,,JUERANA B,SOORETAMA,"4 MB Internet",1,74.9
e706c9cf-ccea-4ce8-928f-e2394dfe355c,true,"10.10.0.11",Concentrador_Core,-191.948.443,-400.982.894,2024-05-08 00:57:51.000,,42964,2797921667,85995048,"",SOORETAMA A,ELISA DICKI,,CENTRO,SOORETAMA,"300 MB Internet Banda Larga",1,109.9
dae9ca62-3ec5-455b-9b5c-4c8a9698fbfe,true,"10.10.0.11",Concentrador_Core,-191.892.113,-400.995.601,2024-05-08 01:31:11.000,,40815,163449246,16451072,"",SOORETAMA B,JACK SPORER,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
e86e3d95-c166-4597-9fa9-01cf8b4c410a,true,"10.10.0.4",Concentrador_Juerana_B,-191.878.034,-401.037.071,2024-05-07 02:44:51.000,,122400,4837019660,238945698,"",SOORETAMA C,SHAWNA MAYERT,,JUERANA B,SOORETAMA,"4 MB Internet",1,74.9
"634474a6-3fa7-4e20-b084-e50efb359537",true,"10.10.0.11",Concentrador_Core,-191.921.212,-40.101.438,2024-05-06 23:24:00.000,,134450,13067206882,394847264,"",SOORETAMA B,WILFRED BINS,,CENTRO,SOORETAMA,"30 MB Internet Fibra",1,79.9
"51951ece-5e4f-4afa-a843-9faf27a474b1",true,"10.10.0.11",Concentrador_Core,-19.192.085,-401.002.949,2024-04-29 00:20:03.000,,822680,50577766529,2269727719,"",SOORETAMA C,DR. ARTURO BUCKRIDGE,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
b134c5df-a2bf-4718-992b-6358da0824fa,true,"10.10.0.11",Concentrador_Core,-191.893.897,-401.135.709,2024-05-07 13:41:21.000,,83459,17328018834,817207774,"",SOORETAMA D,MR. DAMON CHAMPLIN,,SALVADOR,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"79c422e6-28e1-4abe-99bb-5d04b35e7acd",true,"10.10.0.11",Concentrador_Core,-19.188.736,-40.105.304,2024-05-05 18:27:32.000,,238586,25747446500,423122189,"",SOORETAMA B,MICHELE KOSS,,SAYONARA,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"0abde26a-224f-4534-bcf6-e8e618cc012d",true,"10.10.0.11",Concentrador_Core,-191.963.628,-401.005.591,2024-05-05 01:11:08.000,,301237,48096279349,4808695262,"",SOORETAMA C,JEANETTE KUPHAL,,CENTRO,SOORETAMA,"10 MB Internet Fibra",1,59.9
"7794a829-baf2-4f07-a884-f18136933b57",true,"10.10.0.11",Concentrador_Core,-191.886.146,-400.922.161,2024-04-29 16:52:44.000,,762411,115613619550,2127630487,"",SOORETAMA A,CLINTON NICOLAS,,VALE DO SOL,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
cc5d8884-7357-43e8-9480-025bae4fd86b,true,"10.10.0.4",Concentrador_Juerana_B,-191.878.034,-401.037.071,2024-05-08 00:39:54.000,,43200,2123117041,73872523,"",SOORETAMA D,VIRGINIA JACOBS,,JUERANA B,SOORETAMA,"4 MB Internet",1,74.9
"591c8af4-c16c-4db0-a635-6b040a373b48",true,"10.10.0.4",Concentrador_Juerana_B,-19.061.021.963.043,-40.088.775.892.398,2024-05-07 15:39:38.000,,75600,24970142582,739506849,"",SOORETAMA C,KATHLEEN KILBACK,,JUERANA B,SOORETAMA,"4 MB Internet",1,74.9
"28c5accb-3557-4c9a-879b-7e70086d31d1",true,"10.10.0.11",Concentrador_Core,-190.983.721,-401.862.129,2024-04-29 00:21:29.000,,822829,27919059744,1449966079,"",SOORETAMA B,CARLOS RATKE,,PARQUE SAO JORGE,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"0939c0d6-e341-4f1b-b2b3-491c1fbf5a5c",true,"10.10.0.4",Concentrador_Juerana_B,-190.983.721,-401.862.129,2024-05-08 01:29:53.000,,40800,3632435956,161625700,"",SOORETAMA D,DR. TERRI CHRISTIANSEN,,JUERANA B,SOORETAMA,"4 MB Internet",1,74.9
e4eaea68-4313-4d7d-9dba-327522078802,true,"45.239.240.40",Concentrador_Santa_Luzia,-191.878.034,-401.037.071,2024-05-07 19:30:12.000,,62400,18625083021,771147216,"",SOORETAMA B,DAISY BATZ,,JUERANA B,SOORETAMA,"8 MB Internet",1,109.9
"8c4c38db-458f-4de8-9cef-e9f33c62067c",true,"10.10.0.4",Concentrador_Juerana_B,-191.878.034,-401.037.071,2024-05-07 13:17:50.000,,85200,13117289357,340878956,"",SOORETAMA A,OTIS COLLINS,,JUERANA B,SOORETAMA,"4 MB Internet",1,74.0
a5cba84a-f11b-494a-a046-831df1ce02d0,true,"10.10.0.11",Concentrador_Core,-19.191.255,-400.972.391,2024-05-05 08:41:17.000,,274486,42471602759,2362811089,"",SOORETAMA D,TONI MAGGIO PHD,,CENTRO,SOORETAMA,"300 MB Internet Banda Larga",1,109.9
"4abc378a-bcba-46a3-8d76-e4fa4a9a193c",true,"10.10.0.11",Concentrador_Core,-191.945.779,-401.092.049,2024-04-29 00:21:49.000,,822812,96558378150,6548927788,"",SOORETAMA B,JOHN MOSCISKI,,SAYONARA,SOORETAMA,"50 MB Internet Fibra",1,99.9
